,Hero,Entry,Move,Weapon,HP,Atk,Spd,Def,Res,Total,Link,Color,Version,Book,ReleaseDate
483,Hector: Just Here to Fight,The Blazing Blade,Armored,Green Axe,50,38,21,40,24,173,https://feheroes.fandom.com/wiki/Hector:_Just_Here_to_Fight,Green,2.2,2,2018-02-09
484,Hector: Marquess of Ostia,The Blazing Blade,Armored,Green Axe,47,40,23,38,26,174,https://feheroes.fandom.com/wiki/Hector:_Marquess_of_Ostia,Green,2.6,2,2018-06-28
485,Hector: Steel Warrior,The Blazing Blade,Armored,Red Sword,48,49,17,48,45,207,https://feheroes.fandom.com/wiki/Hector:_Steel_Warrior,Red,9.0,9,2024-12-06
486,Hector: Sworn Friend,The Blazing Blade,Armored,Green Axe,47,45,16,47,41,196,https://feheroes.fandom.com/wiki/Hector:_Sworn_Friend,Green,7.4,7,2023-04-07
487,Heiðr: Innocent Goddess,Heroes,Infantry,Green Tome,38,45,45,29,20,177,https://feheroes.fandom.com/wiki/Hei%C3%B0r:_Innocent_Goddess,Green,7.6,7,2023-06-08
488,Heiðrún: Healing Nectar,Heroes,Infantry,Green Beast,40,45,16,45,47,193,https://feheroes.fandom.com/wiki/Hei%C3%B0r%C3%BAn:_Healing_Nectar,Green,8.7,8,2024-07-26
489,Heiðrún: Peaceful Horizon,Heroes,Infantry,Colorless Beast,41,46,18,46,48,199,https://feheroes.fandom.com/wiki/Hei%C3%B0r%C3%BAn:_Peaceful_Horizon,Colorless,9.7,9,2025-07-08
490,Heiðrún: Sisters of Healing,Heroes,Infantry,Colorless Tome,39,47,16,38,48,188,https://feheroes.fandom.com/wiki/Hei%C3%B0r%C3%BAn:_Sisters_of_Healing,Colorless,9.0,9,2025-01-01
491,Hel: Death Sovereign,Heroes,Flying,Green Axe,40,38,41,30,18,167,https://feheroes.fandom.com/wiki/Hel:_Death_Sovereign,Green,4.7,4,2020-07-30
492,Helbindi: Savage Scourge,Heroes,Infantry,Green Axe,44,35,18,35,31,163,https://feheroes.fandom.com/wiki/Helbindi:_Savage_Scourge,Green,2.9,2,2018-09-21
493,Helbindi: Seaside Scourge,Heroes,Infantry,Red Sword,44,36,18,37,33,168,https://feheroes.fandom.com/wiki/Helbindi:_Seaside_Scourge,Red,3.6,3,2019-06-20
494,Henriette: Overflowing Love,Heroes,Armored,Red Tome,42,40,18,35,40,175,https://feheroes.fandom.com/wiki/Henriette:_Overflowing_Love,Red,5.2,5,2021-02-05
495,Henry: Happy Vampire,Awakening,Armored,Green Tome,36,33,34,26,36,165,https://feheroes.fandom.com/wiki/Henry:_Happy_Vampire,Green,1.8,1,2017-10-30
496,Henry: Peculiar Egg,Awakening,Cavalry,Colorless Bow,41,37,27,40,23,168,https://feheroes.fandom.com/wiki/Henry:_Peculiar_Egg,Colorless,6.3,6,2022-03-08
497,Henry: Twisted Mind,Awakening,Infantry,Red Tome,45,23,22,32,25,147,https://feheroes.fandom.com/wiki/Henry:_Twisted_Mind,Red,1.0,1,2017-02-02
498,Hestia: Duma's Witch,Echoes,Infantry,Blue Tome,40,45,31,23,43,182,https://feheroes.fandom.com/wiki/Hestia:_Duma%27s_Witch,Blue,7.1,7,2023-10-16
499,Hilda: Deer's Two-Piece,Three Houses,Flying,Colorless Staff,39,37,40,20,25,161,https://feheroes.fandom.com/wiki/Hilda:_Deer%27s_Two-Piece,Colorless,5.6,5,2021-06-21
500,Hilda: Helping Hand,Three Houses,Infantry,Green Axe,42,42,43,34,26,187,https://feheroes.fandom.com/wiki/Hilda:_Helping_Hand,Green,6.9,6,2022-09-16
501,Hilda: Holiday Layabout,Three Houses,Armored,Blue Lance,44,39,38,37,26,184,https://feheroes.fandom.com/wiki/Hilda:_Holiday_Layabout,Blue,5.0,5,2020-12-17
502,Hilda: Idle Maiden,Three Houses,Infantry,Green Axe,43,37,37,28,23,168,https://feheroes.fandom.com/wiki/Hilda:_Idle_Maiden,Green,3.8,3,2019-08-07
503,Hilda: Queen of Friege,Genealogy of the Holy War,Infantry,Red Tome,41,40,25,24,40,170,https://feheroes.fandom.com/wiki/Hilda:_Queen_of_Friege,Red,6.4,6,2022-04-19
504,Hinata: Samurai Groom,Fates,Infantry,Green Axe,47,37,27,40,21,172,https://feheroes.fandom.com/wiki/Hinata:_Samurai_Groom,Green,4.5,4,2020-05-22
505,Hinata: Wild Samurai,Fates,Infantry,Red Sword,47,32,24,36,18,157,https://feheroes.fandom.com/wiki/Hinata:_Wild_Samurai,Red,1.0,1,2017-02-02
506,Hinoka: Blue Sky Warrior,Fates,Flying,Colorless Bow,37,32,35,17,29,150,https://feheroes.fandom.com/wiki/Hinoka:_Blue_Sky_Warrior,Colorless,2.4,2,2018-04-24
507,Hinoka: Fair Pirate Pair,Fates,Flying,Green Bow,40,40,40,23,23,166,https://feheroes.fandom.com/wiki/Hinoka:_Fair_Pirate_Pair,Green,5.8,5,2021-08-05
508,Hinoka: Relaxed Warrior,Fates,Flying,Green Dagger,38,35,35,16,26,150,https://feheroes.fandom.com/wiki/Hinoka:_Relaxed_Warrior,Green,3.1,3,2019-01-23
509,Hinoka: Thundering Wings,Fates,Flying,Red Bow,40,46,46,23,22,177,https://feheroes.fandom.com/wiki/Hinoka:_Thundering_Wings,Red,7.5,7,2023-05-31
510,Hinoka: Warrior of Gusto,Fates,Flying,Blue Lance,40,48,48,36,28,200,https://feheroes.fandom.com/wiki/Hinoka:_Warrior_of_Gusto,Blue,9.9,9,2025-09-16
511,Hinoka: Warrior Princess,Fates,Flying,Blue Lance,41,35,32,25,24,157,https://feheroes.fandom.com/wiki/Hinoka:_Warrior_Princess,Blue,1.0,1,2017-02-02
512,Höðr: Dusk Shadow God,Heroes,Flying,Blue Bow,39,48,32,21,49,189,https://feheroes.fandom.com/wiki/H%C3%B6%C3%B0r:_Dusk_Shadow_God,Blue,9.7,9,2025-07-29
513,Holst: Hero of Leicester,Three Houses,Infantry,Red Sword,42,43,41,35,26,187,https://feheroes.fandom.com/wiki/Holst:_Hero_of_Leicester,Red,6.9,6,2022-09-17
514,Homer: Traveling Bard,Thracia 776,Infantry,Blue Tome,40,43,47,25,33,188,https://feheroes.fandom.com/wiki/Homer:_Traveling_Bard,Blue,9.7,9,2025-07-18
515,Hortensia: Little Charmer,Engage,Flying,Colorless Staff,36,44,47,16,34,177,https://feheroes.fandom.com/wiki/Hortensia:_Little_Charmer,Colorless,8.2,8,2024-02-19
516,Hortensia: Winter's Dearest,Engage,Cavalry,Colorless Staff,40,45,48,17,30,180,https://feheroes.fandom.com/wiki/Hortensia:_Winter%27s_Dearest,Colorless,9.0,9,2024-12-13
517,Hræsvelgr: Quieting Blade,Heroes,Flying,Blue Beast,40,45,48,36,25,194,https://feheroes.fandom.com/wiki/Hr%C3%A6svelgr:_Quieting_Blade,Blue,8.1,8,2024-10-30
518,Hræsvelgr: Wings of Healing,Heroes,Flying,Green Beast,41,46,48,36,23,194,https://feheroes.fandom.com/wiki/Hr%C3%A6svelgr:_Wings_of_Healing,Green,9.0,9,2025-01-01
519,Hríd: Icy Blade,Heroes,Cavalry,Red Sword,41,37,17,36,26,157,https://feheroes.fandom.com/wiki/Hr%C3%ADd:_Icy_Blade,Red,2.11,2,2018-11-28
520,Hríd: Island Ice Prince,Heroes,Cavalry,Blue Lance,40,47,27,47,24,185,https://feheroes.fandom.com/wiki/Hr%C3%ADd:_Island_Ice_Prince,Blue,8.6,8,2024-06-17
521,Hríd: Resolute Prince,Heroes,Flying,Red Sword,42,38,19,36,27,162,https://feheroes.fandom.com/wiki/Hr%C3%ADd:_Resolute_Prince,Red,3.0,3,2019-01-01
522,Hubert: Crimson Schemer,Three Houses,Armored,Blue Tome,44,48,39,23,41,195,https://feheroes.fandom.com/wiki/Hubert:_Crimson_Schemer,Blue,9.2,9,2025-02-07
523,Hubert: Sinister Servant,Three Houses,Infantry,Red Tome,41,39,32,19,25,156,https://feheroes.fandom.com/wiki/Hubert:_Sinister_Servant,Red,3.8,3,2019-08-07
524,Hugh: Worldly Mage,The Binding Blade,Infantry,Red Tome,40,38,42,27,24,171,https://feheroes.fandom.com/wiki/Hugh:_Worldly_Mage,Red,6.2,6,2022-02-18
525,Iago: Nohr's Tactician,Fates,Infantry,Red Tome,42,38,27,23,32,162,https://feheroes.fandom.com/wiki/Iago:_Nohr%27s_Tactician,Red,4.4,4,2020-04-12
526,Idunn: Dark Priestess,The Binding Blade,Armored,Red Breath,45,35,26,39,34,179,https://feheroes.fandom.com/wiki/Idunn:_Dark_Priestess,Red,3.3,3,2019-03-08
527,Idunn: Divine Demon,The Binding Blade,Armored,Blue Breath,45,43,26,43,38,195,https://feheroes.fandom.com/wiki/Idunn:_Divine_Demon,Blue,6.2,6,2022-02-18
528,Idunn: Dragonkin Duo,The Binding Blade,Armored,Red Breath,46,37,26,37,38,184,https://feheroes.fandom.com/wiki/Idunn:_Dragonkin_Duo,Red,4.3,4,2020-03-18
529,Ignatz: Snowscape Artist,Three Houses,Armored,Colorless Bow,42,35,40,31,37,185,https://feheroes.fandom.com/wiki/Ignatz:_Snowscape_Artist,Colorless,6.0,6,2021-12-16
530,Igrene: Nabata Protector,The Binding Blade,Infantry,Red Bow,42,37,37,26,24,166,https://feheroes.fandom.com/wiki/Igrene:_Nabata_Protector,Red,3.11,3,2019-11-19
531,Igrene: Ninja of Nabata,The Binding Blade,Flying,Colorless Dagger,40,43,38,22,30,173,https://feheroes.fandom.com/wiki/Igrene:_Ninja_of_Nabata,Colorless,5.11,5,2021-11-05
532,Igrene: Sworn Protectors,The Binding Blade,Infantry,Blue Bow,40,46,46,24,32,188,https://feheroes.fandom.com/wiki/Igrene:_Sworn_Protectors,Blue,8.1,8,2024-01-19
533,Ike: Brave Mercenary,Path of Radiance,Infantry,Green Axe,43,36,28,35,20,162,https://feheroes.fandom.com/wiki/Ike:_Brave_Mercenary,Green,1.6,1,2017-08-31
534,Ike: Close-Knit Siblings,Path of Radiance,Infantry,Red Sword,40,42,42,32,26,182,https://feheroes.fandom.com/wiki/Ike:_Close-Knit_Siblings,Red,6.4,6,2022-04-07
535,Ike: Desert Mercenary,Path of Radiance,Infantry,Blue Lance,41,47,47,36,28,199,https://feheroes.fandom.com/wiki/Ike:_Desert_Mercenary,Blue,9.1,9,2025-01-17
536,Ike: Of Radiance,Radiant Dawn,Infantry,Red Sword,41,47,18,45,42,193,https://feheroes.fandom.com/wiki/Ike:_Of_Radiance,Red,8.3,8,2024-03-29
537,Ike: Stalwart Heart,Path of Radiance,Armored,Red Sword,45,37,38,35,19,174,https://feheroes.fandom.com/wiki/Ike:_Stalwart_Heart,Red,3.2,3,2019-02-08
538,Ike: Vanguard Legend,Radiant Dawn,Infantry,Red Sword,41,36,30,35,21,163,https://feheroes.fandom.com/wiki/Ike:_Vanguard_Legend,Red,2.1,2,2018-01-31
539,Ike: Young Mercenary,Path of Radiance,Infantry,Red Sword,42,35,31,32,18,158,https://feheroes.fandom.com/wiki/Ike:_Young_Mercenary,Red,1.2,1,2017-04-26
540,Ike: Zeal Unleashed,Radiant Dawn,Infantry,Red Sword,40,35,42,32,23,172,https://feheroes.fandom.com/wiki/Ike:_Zeal_Unleashed,Red,4.5,4,2020-05-08
541,Ilyana: Awakened Appetite,Path of Radiance,Infantry,Green Tome,40,41,30,18,42,171,https://feheroes.fandom.com/wiki/Ilyana:_Awakened_Appetite,Green,6.4,6,2022-04-07
542,Ilyana: Hungering Mage,Path of Radiance,Infantry,Blue Tome,39,38,32,17,40,166,https://feheroes.fandom.com/wiki/Ilyana:_Hungering_Mage,Blue,4.9,4,2020-09-19
543,Ilyana: Treat Harvester,Path of Radiance,Armored,Blue Tome,41,38,23,30,37,169,https://feheroes.fandom.com/wiki/Ilyana:_Treat_Harvester,Blue,3.1,3,2019-10-09
544,Ingrid: Beacon of Honor,Three Houses,Flying,Blue Lance,38,44,47,30,25,184,https://feheroes.fandom.com/wiki/Ingrid:_Beacon_of_Honor,Blue,7.4,7,2023-04-17
545,Ingrid: Cordial Teatime,Thracia 776,Cavalry,Green Axe,40,46,48,35,21,190,https://feheroes.fandom.com/wiki/Ingrid:_Cordial_Teatime,Green,9.8,9,2025-08-07
546,Ingrid: Galatea's Heir,Three Houses,Cavalry,Blue Lance,37,35,40,28,27,167,https://feheroes.fandom.com/wiki/Ingrid:_Galatea%27s_Heir,Blue,5.3,5,2021-03-05
547,Ingrid: Solstice Knight,Three Houses,Flying,Blue Lance,39,34,42,25,26,166,https://feheroes.fandom.com/wiki/Ingrid:_Solstice_Knight,Blue,4.7,4,2020-07-08
548,Inigo: Festival Flower,Awakening,Flying,Green Bow,40,38,40,22,27,167,https://feheroes.fandom.com/wiki/Inigo:_Festival_Flower,Green,5.3,5,2021-03-17
549,Inigo: Flower Picker,Awakening,Infantry,Red Sword,40,44,45,34,30,193,https://feheroes.fandom.com/wiki/Inigo:_Flower_Picker,Red,8.0,8,2023-12-07
550,Inigo: Indigo Dancer,Awakening,Infantry,Green Tome,37,28,33,22,20,140,https://feheroes.fandom.com/wiki/Inigo:_Indigo_Dancer,Green,1.7,1,2017-09-29
551,Innes: Flawless Form,The Sacred Stones,Flying,Green Axe,42,33,37,30,20,162,https://feheroes.fandom.com/wiki/Innes:_Flawless_Form,Green,2.6,2,2018-06-21
552,Innes: Frelian Moonlight,The Sacred Stones,Infantry,Colorless Bow,43,37,38,26,27,171,https://feheroes.fandom.com/wiki/Innes:_Frelian_Moonlight,Colorless,5.4,5,2021-04-20
553,Innes: New Year's Aim,The Sacred Stones,Infantry,Colorless Bow,40,44,47,25,37,193,https://feheroes.fandom.com/wiki/Innes:_New_Year%27s_Aim,Colorless,9.0,9,2025-01-01
554,Innes: Regal Strategician,The Sacred Stones,Infantry,Colorless Bow,35,33,34,14,31,147,https://feheroes.fandom.com/wiki/Innes:_Regal_Strategician,Colorless,1.6,1,2017-08-15
555,Isadora: Escort of Pherae,The Blazing Blade,Cavalry,Blue Lance,38,43,46,32,25,184,https://feheroes.fandom.com/wiki/Isadora:_Escort_of_Pherae,Blue,7.11,7,2023-11-17
556,Ishtar: Echoing Thunder,Genealogy of the Holy War,Infantry,Blue Tome,40,41,43,17,31,172,https://feheroes.fandom.com/wiki/Ishtar:_Echoing_Thunder,Blue,6.4,6,2022-04-18
557,Ishtar: Thunder Goddess,Genealogy of the Holy War,Infantry,Blue Tome,38,34,36,17,26,151,https://feheroes.fandom.com/wiki/Ishtar:_Thunder_Goddess,Blue,2.5,2,2018-05-10
558,Ishtar: Thunder's Waltz,Thracia 776,Flying,Red Tome,36,34,36,16,22,144,https://feheroes.fandom.com/wiki/Ishtar:_Thunder%27s_Waltz,Red,3.9,3,2019-09-06
559,Itsuki: Finding a Path,Tokyo Mirage Sessions ♯FE Encore,Infantry,Red Sword,41,37,30,33,32,173,https://feheroes.fandom.com/wiki/Itsuki:_Finding_a_Path,Red,4.1,4,2020-01-20
560,Ivy: Snow Queen,Engage,Flying,Blue Tome,41,47,34,26,30,178,https://feheroes.fandom.com/wiki/Ivy:_Snow_Queen,Blue,8.2,8,2024-02-19
561,Ivy: Tidal Breeze,Engage,Flying,Green Tome,38,46,25,20,44,173,https://feheroes.fandom.com/wiki/Ivy:_Tidal_Breeze,Green,7.7,7,2023-07-07
562,Jaffar: Angel of Death,The Blazing Blade,Infantry,Colorless Dagger,41,26,33,25,22,147,https://feheroes.fandom.com/wiki/Jaffar:_Angel_of_Death,Colorless,1.1,1,2017-03-14
563,Jaffar: Angel of Night,The Blazing Blade,Armored,Green Dagger,44,35,37,31,27,174,https://feheroes.fandom.com/wiki/Jaffar:_Angel_of_Night,Green,4.0,4,2019-12-16
564,Jagen: Veteran Knight,Shadow Dragon / (New) Mystery,Cavalry,Blue Lance,37,27,24,25,35,148,https://feheroes.fandom.com/wiki/Jagen:_Veteran_Knight,Blue,1.0,1,2017-02-02
565,Jakob: Devoted Monster,Fates,Armored,Colorless Bow,42,35,23,33,32,165,https://feheroes.fandom.com/wiki/Jakob:_Devoted_Monster,Colorless,1.8,1,2017-10-30
566,Jakob: Devoted Servant,Fates,Infantry,Colorless Dagger,39,29,31,25,24,148,https://feheroes.fandom.com/wiki/Jakob:_Devoted_Servant,Colorless,1.0,1,2017-02-02
567,Jamke: Prince of Verdane,Genealogy of the Holy War,Infantry,Colorless Bow,38,36,32,29,17,152,https://feheroes.fandom.com/wiki/Jamke:_Prince_of_Verdane,Colorless,2.8,2,2018-09-04
568,Jarod: Nevassa General,Radiant Dawn,Infantry,Blue Lance,42,46,44,34,27,193,https://feheroes.fandom.com/wiki/Jarod:_Nevassa_General,Blue,8.6,8,2024-06-08
569,Jedah: Priest of Duma,Echoes,Infantry,Red Tome,41,44,18,44,41,188,https://feheroes.fandom.com/wiki/Jedah:_Priest_of_Duma,Red,9.3,9,2025-03-19
570,Jeorge: Perfect Shot,Shadow Dragon / (New) Mystery,Infantry,Colorless Bow,37,32,32,24,22,147,https://feheroes.fandom.com/wiki/Jeorge:_Perfect_Shot,Colorless,1.0,1,2017-02-02
571,Jeralt: Blade Breaker,Three Houses,Cavalry,Blue Lance,41,43,26,39,30,179,https://feheroes.fandom.com/wiki/Jeralt:_Blade_Breaker,Blue,6.8,6,2022-08-18
572,Jesse: Blithe Mercenary,Echoes,Infantry,Red Sword,42,45,47,32,33,199,https://feheroes.fandom.com/wiki/Jesse:_Blithe_Mercenary,Red,9.3,9,2025-03-18
573,Jill: Fiery Dracoknight,Path of Radiance,Flying,Green Axe,40,39,40,36,17,172,https://feheroes.fandom.com/wiki/Jill:_Fiery_Dracoknight,Green,4.9,4,2020-09-18
574,Jorge: Traveling Peddler,Radiant Dawn,Infantry,Blue Bow,45,36,27,35,29,172,https://feheroes.fandom.com/wiki/Jorge:_Traveling_Peddler,Blue,4.8,4,2020-08-19
575,Joshua: Resolute Tempest,The Sacred Stones,Infantry,Colorless Dagger,41,39,43,29,25,177,https://feheroes.fandom.com/wiki/Joshua:_Resolute_Tempest,Colorless,6.1,6,2022-01-07
576,Joshua: Tempest King,The Sacred Stones,Infantry,Red Sword,40,31,35,30,28,164,https://feheroes.fandom.com/wiki/Joshua:_Tempest_King,Red,1.8,1,2017-11-21
577,Joshua: Tropical Gambler,The Sacred Stones,Infantry,Red Bow,40,36,39,28,24,167,https://feheroes.fandom.com/wiki/Joshua:_Tropical_Gambler,Red,4.6,4,2020-06-18
578,Julia: Brides of Light,Genealogy of the Holy War,Infantry,Colorless Tome,40,49,17,33,49,188,https://feheroes.fandom.com/wiki/Julia:_Brides_of_Light,Colorless,9.5,9,2025-05-16
579,Julia: Crusader of Light,Genealogy of the Holy War,Infantry,Blue Tome,40,39,28,19,36,162,https://feheroes.fandom.com/wiki/Julia:_Crusader_of_Light,Blue,3.8,3,2019-08-28
580,Julia: Heart Usurped,Genealogy of the Holy War,Infantry,Red Tome,39,41,24,17,40,161,https://feheroes.fandom.com/wiki/Julia:_Heart_Usurped,Red,4.5,4,2020-05-08
581,Julia: Naga's Blood,Genealogy of the Holy War,Infantry,Green Tome,38,35,26,17,32,148,https://feheroes.fandom.com/wiki/Julia:_Naga%27s_Blood,Green,1.0,1,2017-02-15
582,Julia: Scion of the Saint,Genealogy of the Holy War,Flying,Red Tome,39,42,35,16,35,167,https://feheroes.fandom.com/wiki/Julia:_Scion_of_the_Saint,Red,5.9,5,2021-09-07
583,Julian: Tender Thief,Shadow Dragon / (New) Mystery,Infantry,Colorless Dagger,40,38,38,33,18,167,https://feheroes.fandom.com/wiki/Julian:_Tender_Thief,Colorless,4.7,4,2020-07-20
584,Julius: Scion of Darkness,Genealogy of the Holy War,Infantry,Red Tome,38,35,27,16,35,151,https://feheroes.fandom.com/wiki/Julius:_Scion_of_Darkness,Red,2.5,2,2018-05-14
585,Juno: Nimble Grace,The Binding Blade,Flying,Red Sword,38,43,46,35,27,189,https://feheroes.fandom.com/wiki/Juno:_Nimble_Grace,Red,8.1,8,2024-01-19
586,Juno: Soaring Bride,The Binding Blade,Flying,Blue Tome,38,36,38,22,26,160,https://feheroes.fandom.com/wiki/Juno:_Soaring_Bride,Blue,5.5,5,2021-05-20
587,Kaden: Kitsune Braggart,Fates,Cavalry,Green Beast,38,32,36,25,25,156,https://feheroes.fandom.com/wiki/Kaden:_Kitsune_Braggart,Green,3.2,3,2019-02-20
588,Kaden: Refreshed Kitsune,Fates,Cavalry,Red Beast,41,35,39,25,28,168,https://feheroes.fandom.com/wiki/Kaden:_Refreshed_Kitsune,Red,5.0,5,2021-01-01
589,Kagero: Beverage Ninja,Fates,Armored,Green Dagger,41,38,21,32,33,165,https://feheroes.fandom.com/wiki/Kagero:_Beverage_Ninja,Green,2.1,2,2018-10-10
590,Kagero: Bond Unwavering,Fates,Cavalry,Colorless Dagger,43,47,45,20,23,178,https://feheroes.fandom.com/wiki/Kagero:_Bond_Unwavering,Colorless,7.9,7,2023-09-07
591,Kagero: Honorable Ninja,Fates,Infantry,Colorless Dagger,31,35,32,22,28,148,https://feheroes.fandom.com/wiki/Kagero:_Honorable_Ninja,Colorless,1.0,1,2017-02-02
592,Kagero: Spring Ninja,Fates,Flying,Colorless Dagger,36,35,34,18,27,150,https://feheroes.fandom.com/wiki/Kagero:_Spring_Ninja,Colorless,2.3,2,2018-03-22
593,Kagetsu: Onigiri Samurai,Engage,Infantry,Red Sword,42,43,47,35,25,192,https://feheroes.fandom.com/wiki/Kagetsu:_Onigiri_Samurai,Red,8.2,8,2024-02-19
594,Kamui: Wandering Blade,Echoes,Infantry,Red Sword,44,38,41,36,22,181,https://feheroes.fandom.com/wiki/Kamui:_Wandering_Blade,Red,6.7,6,2022-07-19
595,Kana: Dragon Princess,Fates,Infantry,Green Breath,40,30,34,33,26,163,https://feheroes.fandom.com/wiki/Kana:_Dragon_Princess,Green,2.4,2,2018-04-24
596,Kana: Dragon Spawn,Fates,Infantry,Blue Breath,40,31,33,31,29,164,https://feheroes.fandom.com/wiki/Kana:_Dragon_Spawn,Blue,2.4,2,2018-05-03
597,Kana: Rising Dragon,Fates,Infantry,Red Breath,37,42,46,28,40,193,https://feheroes.fandom.com/wiki/Kana:_Rising_Dragon,Red,8.0,8,2024-01-01
598,Kana: Rising Sunlight,Fates,Infantry,Blue Breath,37,43,45,27,41,193,https://feheroes.fandom.com/wiki/Kana:_Rising_Sunlight,Blue,8.0,8,2024-01-01
599,Karel: Sword Demon,The Blazing Blade,Infantry,Red Sword,47,30,35,25,20,157,https://feheroes.fandom.com/wiki/Karel:_Sword_Demon,Red,1.1,1,2017-03-14
600,Karin: Driven Knight,Thracia 776,Flying,Blue Lance,41,37,42,26,31,177,https://feheroes.fandom.com/wiki/Karin:_Driven_Knight,Blue,6.3,6,2022-03-18
601,Karla: Spring Reveries,Heroes,Cavalry,Green Axe,40,45,47,24,22,178,https://feheroes.fandom.com/wiki/Karla:_Spring_Reveries,Green,7.3,7,2023-03-07
602,Karla: Sun-Piercing Steel,The Blazing Blade,Infantry,Blue Lance,41,40,42,31,28,182,https://feheroes.fandom.com/wiki/Karla:_Sun-Piercing_Steel,Blue,6.1,6,2022-01-17
603,Karla: Sword Vassal,The Blazing Blade,Infantry,Red Sword,42,35,40,23,22,162,https://feheroes.fandom.com/wiki/Karla:_Sword_Vassal,Red,2.6,2,2018-06-08
604,Katarina: Torchlit Wanderer,Shadow Dragon / (New) Mystery,Flying,Blue Tome,39,37,43,16,28,163,https://feheroes.fandom.com/wiki/Katarina:_Torchlit_Wanderer,Blue,5.1,5,2021-01-18
605,Katarina: Wayward One,Shadow Dragon / (New) Mystery,Infantry,Red Tome,34,32,34,15,32,147,https://feheroes.fandom.com/wiki/Katarina:_Wayward_One,Red,1.4,1,2017-06-14
606,Kaze: Easygoing Ninja,Fates,Infantry,Colorless Dagger,34,30,36,17,34,151,https://feheroes.fandom.com/wiki/Kaze:_Easygoing_Ninja,Colorless,2.4,2,2018-05-02
607,Keaton: Lupine Collector,Fates,Infantry,Red Beast,45,41,24,38,19,167,https://feheroes.fandom.com/wiki/Keaton:_Lupine_Collector,Red,3.2,3,2019-02-20
608,Keaton: Resolved Wolfskin,Fates,Infantry,Green Beast,48,41,24,43,20,176,https://feheroes.fandom.com/wiki/Keaton:_Resolved_Wolfskin,Green,5.0,5,2021-01-01
609,Kellam: Pumpkin Knight,Awakening,Armored,Red Sword,48,46,31,48,27,200,https://feheroes.fandom.com/wiki/Kellam:_Pumpkin_Knight,Red,7.1,7,2023-10-05
610,Kempf: Conniving General,Thracia 776,Cavalry,Red Sword,42,33,33,27,26,161,https://feheroes.fandom.com/wiki/Kempf:_Conniving_General,Red,4.0,4,2019-12-11
611,Kent: Crimson Shield,The Blazing Blade,Cavalry,Red Sword,42,37,40,30,24,173,https://feheroes.fandom.com/wiki/Kent:_Crimson_Shield,Red,6.6,6,2022-06-08
612,Kiragi: Upbeat Archer,Fates,Infantry,Colorless Bow,40,38,43,37,23,181,https://feheroes.fandom.com/wiki/Kiragi:_Upbeat_Archer,Colorless,7.0,7,2022-12-07
613,Kiria: Cool Façade,Tokyo Mirage Sessions ♯FE Encore,Infantry,Red Tome,38,41,20,29,34,162,https://feheroes.fandom.com/wiki/Kiria:_Cool_Fa%C3%A7ade,Red,4.1,4,2020-01-20
614,Kjelle: Fair Fighter,Awakening,Armored,Blue Lance,47,40,22,37,28,174,https://feheroes.fandom.com/wiki/Kjelle:_Fair_Fighter,Blue,3.6,3,2019-06-11
615,Klein: Silver Nobleman,The Binding Blade,Infantry,Colorless Bow,40,31,33,20,24,148,https://feheroes.fandom.com/wiki/Klein:_Silver_Nobleman,Colorless,1.0,1,2017-02-27
616,Kliff: Curious Spirit,Echoes,Infantry,Blue Tome,37,30,37,25,28,157,https://feheroes.fandom.com/wiki/Kliff:_Curious_Spirit,Blue,2.1,2,2018-10-23
617,Knoll: Darkness Watcher,The Sacred Stones,Infantry,Red Tome,43,37,32,19,35,166,https://feheroes.fandom.com/wiki/Knoll:_Darkness_Watcher,Red,5.0,5,2020-12-08
618,Kris: Ardent Firebrand,Shadow Dragon / (New) Mystery,Cavalry,Green Axe,41,37,37,31,22,168,https://feheroes.fandom.com/wiki/Kris:_Ardent_Firebrand,Green,5.1,5,2021-01-18
619,Kris: Unknown Hero,Shadow Dragon / (New) Mystery,Infantry,Red Sword,40,37,40,30,25,172,https://feheroes.fandom.com/wiki/Kris:_Unknown_Hero,Red,4.7,4,2020-07-20
620,Kris: Unsung Hero,Shadow Dragon / (New) Mystery,Infantry,Blue Lance,40,37,40,30,25,172,https://feheroes.fandom.com/wiki/Kris:_Unsung_Hero,Blue,4.7,4,2020-07-20
621,Kronya: Gleaming Blade,Three Houses,Infantry,Colorless Dagger,44,31,39,22,26,162,https://feheroes.fandom.com/wiki/Kronya:_Gleaming_Blade,Colorless,3.7,3,2019-08-03
